年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送
2006,Ｊ１,第４節第１日,03/21(火・祝),15:04,清水,1-2,千葉,日本平,"12,114",テレビ静岡／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第４節第１日,03/21(火・祝),15:04,大分,1-2,横浜FM,九石ド,"17,341",Ｊ　ＳＰＯＲＴＳ
2006,Ｊ１,第４節第１日,03/21(火・祝),16:04,川崎Ｆ,2-2,Ｆ東京,等々力,"14,191",ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第４節第１日,03/21(火・祝),19:04,京都,2-2,広島,西京極,"5,556",ＢＳ／ＫＢＳ京都（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第５節第１日,03/25(土),15:00,大宮,1-0,清水,駒場,"7,354",Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第５節第１日,03/25(土),15:02,Ｃ大阪,3-1,新潟,長居,"9,442",スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第５節第１日,03/25(土),15:04,磐田,1-2,川崎Ｆ,ヤマハ,"11,835",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第５節第１日,03/25(土),15:04,広島,1-3,Ｇ大阪,広島ビ,"13,067",Ｊ　ＳＰＯＲＴＳ
2006,Ｊ１,第５節第１日,03/25(土),15:34,横浜FM,1-3,浦和,日産ス,"50,572",ＴＢＳ（単）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第５節第１日,03/25(土),18:05,甲府,1-1,福岡,小瀬,"8,604",ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第５節第１日,03/25(土),19:04,千葉,0-1,鹿島,フクアリ,"16,546",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第５節第２日,03/26(日),14:05,名古屋,0-3,大分,瑞穂陸,"11,878",ＢＳ－ｉ／中京テレビ（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第５節第２日,03/26(日),16:04,Ｆ東京,2-1,京都,味スタ,"17,033",ＢＳ／ＫＢＳ京都（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第４節第２日,03/29(水),19:02,Ｇ大阪,3-1,大宮,万博,"9,019",スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第６節第１日,04/01(土),15:02,横浜FM,1-1,Ｆ東京,日産ス,"20,977",スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第６節第１日,04/01(土),15:04,Ｃ大阪,2-3,甲府,長居,"6,282",ＮＨＫ甲府／ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第６節第１日,04/01(土),19:04,清水,2-3,Ｇ大阪,日本平,"10,661",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第６節第２日,04/02(日),14:04,京都,2-1,福岡,西京極,"3,670",ＢＳ－ｉ／ＫＢＳ京都（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第６節第２日,04/02(日),15:00,川崎Ｆ,2-2,千葉,等々力,"10,316",Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第６節第２日,04/02(日),15:04,鹿島,2-1,大宮,カシマ,"11,747",Ｊ　ＳＰＯＲＴＳ
2006,Ｊ１,第６節第２日,04/02(日),15:04,新潟,1-1,広島,新潟ス,"34,071",ＮＨＫ新潟／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第６節第２日,04/02(日),15:04,大分,1-2,磐田,九石ド,"17,406",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第６節第２日,04/02(日),16:04,浦和,0-0,名古屋,埼玉,"44,625",テレビ埼玉／ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第７節第１日,04/08(土),14:00,甲府,0-4,新潟,松本,"14,599",山梨放送／テレビ信州／テレビ新潟／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第７節第１日,04/08(土),15:02,千葉,2-1,Ｃ大阪,フクアリ,"8,770",スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第７節第１日,04/08(土),15:04,名古屋,1-1,京都,豊田ス,"15,311",ＢＳ／ＫＢＳ京都（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第７節第１日,04/08(土),15:04,広島,1-3,川崎Ｆ,広島ビ,"7,418",Ｊ　ＳＰＯＲＴＳ
2006,Ｊ１,第７節第１日,04/08(土),15:05,大宮,2-1,横浜FM,駒場,"8,370",ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第７節第１日,04/08(土),16:03,Ｆ東京,3-1,磐田,味スタ,"24,214",ＮＨＫ総合／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第７節第１日,04/08(土),19:04,Ｇ大阪,1-0,鹿島,万博,"17,967",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第７節第２日,04/09(日),13:04,清水,4-1,大分,日本平,"10,039",静岡放送／ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第７節第２日,04/09(日),15:05,福岡,0-1,浦和,博多球,"21,545",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第８節第１日,04/15(土),15:02,鹿島,3-1,清水,カシマ,"12,361",スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第８節第１日,04/15(土),15:04,Ｃ大阪,0-0,福岡,長居,"10,421",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第８節第１日,04/15(土),15:04,大分,3-2,甲府,九石ド,"15,138",ＮＨＫ大分／ＮＨＫ甲府／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第８節第１日,04/15(土),15:05,浦和,3-0,京都,埼玉,"40,657",ＢＳ－ｉ／テレビ埼玉（録）／ＫＢＳ京都（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第８節第１日,04/15(土),15:34,新潟,2-1,名古屋,新潟ス,"39,322",新潟総合テレビ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第８節第１日,04/15(土),16:04,Ｆ東京,2-3,千葉,味スタ,"21,190",ＭＸテレビ／Ｊ　ＳＰＯＲＴＳ
2006,Ｊ１,第８節第１日,04/15(土),19:04,横浜FM,3-4,Ｇ大阪,日産ス,"28,885",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第８節第２日,04/16(日),15:04,磐田,3-0,広島,ヤマハ,"11,788",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第８節第２日,04/16(日),15:05,川崎Ｆ,3-1,大宮,等々力,"11,149",ＢＳ－ｉ（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第９節第１日,04/22(土),14:00,名古屋,0-2,川崎Ｆ,瑞穂陸,"11,810",Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第９節第１日,04/22(土),14:03,Ｇ大阪,1-0,Ｆ東京,万博,"15,103",スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第９節第１日,04/22(土),15:00,大宮,2-2,大分,駒場,"6,162",Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第９節第１日,04/22(土),15:04,京都,1-2,鹿島,西京極,"12,295",Ｊ　ＳＰＯＲＴＳ／ＫＢＳ京都（録）
2006,Ｊ１,第９節第１日,04/22(土),15:04,広島,1-1,Ｃ大阪,広島ビ,"6,794",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第９節第１日,04/22(土),15:05,千葉,0-0,磐田,フクアリ,"15,184",ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第９節第１日,04/22(土),19:04,清水,2-1,浦和,静岡,"23,406",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第９節第２日,04/23(日),15:04,甲府,1-0,横浜FM,小瀬,"14,615",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第９節第２日,04/23(日),15:05,福岡,2-0,新潟,博多球,"8,667",ＢＳ－ｉ／ＲＫＢ毎日放送（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１０節第１日,04/29(土・祝),15:00,鹿島,4-1,福岡,カシマ,"13,450",Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１０節第１日,04/29(土・祝),15:00,川崎Ｆ,2-2,清水,等々力,"13,300",Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１０節第１日,04/29(土・祝),15:02,Ｃ大阪,2-2,京都,長居,"20,268",スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１０節第１日,04/29(土・祝),15:04,浦和,2-0,大宮,埼玉,"54,774",ＢＳ／テレビ埼玉（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１０節第１日,04/29(土・祝),15:04,大分,0-3,千葉,九石ド,"20,543",Ｊ　ＳＰＯＲＴＳ
2006,Ｊ１,第１０節第１日,04/29(土・祝),15:06,横浜FM,2-1,広島,日産ス,"20,232",ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１０節第１日,04/29(土・祝),19:04,Ｆ東京,2-1,名古屋,味スタ,"22,188",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１０節第２日,04/30(日),13:04,磐田,2-0,甲府,ヤマハ,"14,642",静岡放送／テレビ山梨／ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１０節第２日,04/30(日),15:04,新潟,1-0,Ｇ大阪,新潟ス,"41,430",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１１節第１日,05/03(水・祝),14:04,甲府,1-3,Ｆ東京,小瀬,"15,427",ＮＨＫ甲府／ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１１節第１日,05/03(水・祝),15:00,福岡,1-2,川崎Ｆ,博多球,"11,101",Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１１節第１日,05/03(水・祝),15:04,鹿島,0-1,大分,カシマ,"22,948",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１１節第１日,05/03(水・祝),15:04,清水,1-0,Ｃ大阪,日本平,"18,241",テレビ静岡／スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１１節第１日,05/03(水・祝),15:04,京都,1-1,新潟,西京極,"11,221",ＫＢＳ京都／Ｊ　ＳＰＯＲＴＳ
2006,Ｊ１,第１１節第１日,05/03(水・祝),16:03,千葉,2-0,浦和,フクアリ,"17,438",ＮＨＫ総合／ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１１節第１日,05/03(水・祝),16:04,大宮,0-1,広島,駒場,"9,031",テレビ埼玉／ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１１節第１日,05/03(水・祝),19:04,名古屋,1-1,横浜FM,豊田ス,"25,687",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１２節第１日,05/06(土),15:04,Ｆ東京,1-2,大宮,味スタ,"25,128",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１２節第１日,05/06(土),15:04,横浜FM,1-1,千葉,日産ス,"32,073",ＴＢＳ（単）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１２節第１日,05/06(土),15:04,磐田,2-2,名古屋,静岡,"36,376",ＮＨＫ静岡／Ｊ　ＳＰＯＲＴＳ
2006,Ｊ１,第１２節第１日,05/06(土),15:04,大分,2-1,京都,九石ド,"21,874",スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１２節第１日,05/06(土),17:06,広島,1-0,福岡,広島ビ,"12,466",ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１２節第１日,05/06(土),19:04,新潟,4-2,清水,新潟ス,"42,056",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１２節第１日,05/06(土),19:05,Ｇ大阪,2-0,甲府,万博,"18,193",ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１２節第２日,05/07(日),15:04,浦和,4-0,鹿島,埼玉,"56,982",ＴＢＳ（単）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１２節第２日,05/07(日),15:05,川崎Ｆ,1-0,Ｃ大阪,等々力,"9,430",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１１節第２日,07/12(水),19:04,Ｇ大阪,2-2,磐田,金沢,"15,343",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１３節第１日,07/19(水),19:00,Ｃ大阪,0-2,大分,長居,"6,806",Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１３節第１日,07/19(水),19:01,名古屋,2-3,広島,瑞穂陸,"6,760",東海テレビ（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１３節第１日,07/19(水),19:02,清水,1-0,横浜FM,日本平,"10,183",スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１３節第１日,07/19(水),19:04,鹿島,2-4,川崎Ｆ,カシマ,"7,427",ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１３節第１日,07/19(水),19:04,大宮,2-1,磐田,駒場,"5,806",テレ玉／ＢＳ－ｉ（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１３節第１日,07/19(水),19:04,千葉,1-2,Ｇ大阪,フクアリ,"15,322",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１３節第１日,07/19(水),19:04,甲府,3-1,京都,小瀬,"8,025",Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１３節第１日,07/19(水),19:04,新潟,2-1,浦和,新潟ス,"38,592",Ｊ　ＳＰＯＲＴＳ
2006,Ｊ１,第１３節第１日,07/19(水),19:04,福岡,0-0,Ｆ東京,博多球,"12,142",ＭＸテレビ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１４節第１日,07/22(土),18:06,Ｆ東京,2-4,鹿島,松本,"17,070",ＭＸテレビ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１４節第１日,07/22(土),18:06,広島,2-4,千葉,広島ビ,"13,432",Ｊ　ＳＰＯＲＴＳ
2006,Ｊ１,第１４節第１日,07/22(土),19:00,大宮,3-1,甲府,駒場,"7,493",Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１４節第１日,07/22(土),19:02,磐田,3-1,Ｃ大阪,ヤマハ,"13,524",スカイパーフェクＴＶ！／静岡放送（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１４節第１日,07/22(土),19:04,川崎Ｆ,0-2,浦和,等々力,"23,005",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１４節第１日,07/22(土),19:04,大分,4-0,新潟,九石ド,"19,304",Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１４節第１日,07/22(土),19:05,Ｇ大阪,5-1,名古屋,万博,"17,864",ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１４節第２日,07/23(日),19:05,横浜FM,0-0,福岡,日産ス,"19,223",ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１４節第２日,07/23(日),19:05,京都,2-1,清水,西京極,"9,005",ＢＳ／ＫＢＳ京都（録）／テレビ静岡（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１５節第１日,07/26(水),19:00,名古屋,2-0,大宮,瑞穂陸,"6,618",Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１５節第１日,07/26(水),19:00,広島,1-3,甲府,広島ビ,"5,545",Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１５節第１日,07/26(水),19:00,福岡,1-2,清水,博多球,"13,655",Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１５節第１日,07/26(水),19:02,新潟,0-1,鹿島,新潟ス,"39,278",スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１５節第１日,07/26(水),19:04,浦和,1-0,大分,駒場,"16,040",テレ玉／ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１５節第１日,07/26(水),19:04,磐田,3-1,横浜FM,ヤマハ,"12,875",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１５節第１日,07/26(水),19:04,京都,1-2,千葉,西京極,"13,225",ＫＢＳ京都／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１５節第１日,07/26(水),19:05,川崎Ｆ,3-2,Ｇ大阪,等々力,"20,425",Ｊ　ＳＰＯＲＴＳ
2006,Ｊ１,第１５節第１日,07/26(水),19:05,Ｃ大阪,1-5,Ｆ東京,長居,"8,027",ＢＳ－ｉ（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１６節第１日,07/29(土),18:04,大宮,1-0,京都,熊谷陸,"7,278",テレ玉／ＫＢＳ京都／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１６節第１日,07/29(土),18:34,Ｆ東京,0-2,広島,味スタ,"31,684",ＭＸテレビ／スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１６節第１日,07/29(土),18:34,甲府,1-1,浦和,小瀬,"17,000",Ｊ　ＳＰＯＲＴＳ
2006,Ｊ１,第１６節第１日,07/29(土),19:04,Ｇ大阪,2-2,福岡,万博,"14,621",Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１６節第１日,07/29(土),19:04,大分,1-1,川崎Ｆ,九石ド,"20,873",Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１６節第１日,07/29(土),19:05,鹿島,2-0,Ｃ大阪,カシマ,"14,289",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１６節第１日,07/29(土),19:05,清水,2-0,磐田,静岡,"24,920",ＢＳ－ｉ／静岡放送（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１６節第２日,07/30(日),19:04,千葉,2-3,名古屋,フクアリ,"16,961",ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１６節第２日,07/30(日),19:04,横浜FM,2-0,新潟,日産ス,"24,032",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１７節第１日,08/12(土),18:00,広島,1-2,清水,広島ビ,"10,569",Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１７節第１日,08/12(土),19:00,新潟,1-2,千葉,新潟ス,"41,487",Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１７節第１日,08/12(土),19:00,Ｃ大阪,0-1,大宮,長居,"12,616",Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１７節第１日,08/12(土),19:01,名古屋,5-1,甲府,瑞穂陸,"12,454",Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１７節第１日,08/12(土),19:04,浦和,4-0,Ｆ東京,埼玉,"50,195",テレ玉／ＢＳ－ｉ／ＭＸテレビ（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１７節第１日,08/12(土),19:04,川崎Ｆ,1-1,横浜FM,等々力,"20,144",ＢＳ－ｉ（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１７節第１日,08/12(土),19:04,磐田,3-3,鹿島,静岡,"30,353",スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１７節第１日,08/12(土),19:04,京都,1-4,Ｇ大阪,西京極,"16,089",ＫＢＳ京都／スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１７節第１日,08/12(土),19:04,福岡,0-2,大分,博多球,"18,205",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１８節第１日,08/19(土),19:00,名古屋,3-1,磐田,瑞穂陸,"14,392",中部日本放送（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１８節第１日,08/19(土),19:00,福岡,4-5,京都,博多球,"10,387",Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１８節第１日,08/19(土),19:02,Ｃ大阪,2-0,横浜FM,長居,"18,609",スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１８節第１日,08/19(土),19:04,鹿島,2-2,浦和,カシマ,"34,236",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１８節第１日,08/19(土),19:04,大宮,0-2,Ｇ大阪,駒場,"11,355",テレ玉／ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
