年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送
2015,Ｊ１ １ｓｔ,第３節第１日,03/22(日),14:03,新潟,3-2,柏,デンカＳ,"18,193",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第３節第１日,03/22(日),14:04,甲府,0-2,Ｇ大阪,中銀スタ,"13,047",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第３節第１日,03/22(日),14:04,広島,0-0,浦和,Ｅスタ,"26,302",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第３節第１日,03/22(日),14:04,清水,0-1,松本,アイスタ,"19,103",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第３節第１日,03/22(日),15:03,横浜FM,1-0,鳥栖,ニッパツ,"13,529",スカパー！／スカパー！プレミアムサービス／ＢＳ－ＴＢＳ
2015,Ｊ１ １ｓｔ,第３節第１日,03/22(日),16:04,湘南,0-0,仙台,ＢＭＷス,"11,315",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第３節第１日,03/22(日),17:04,神戸,0-2,FC東京,ノエスタ,"21,218",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第３節第１日,03/22(日),17:04,名古屋,1-1,鹿島,瑞穂陸,"16,053",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第３節第１日,03/22(日),19:04,山形,1-0,川崎Ｆ,ＮＤスタ,"12,081",スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
2015,Ｊ１ １ｓｔ,第４節第１日,04/03(金),19:04,鹿島,3-1,鳥栖,カシマ,"8,539",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第４節第１日,04/03(金),19:04,Ｇ大阪,3-1,名古屋,万博,"10,702",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第４節第２日,04/04(土),13:34,仙台,2-1,清水,ユアスタ,"14,706",スカパー！／スカパー！プレミアムサービス／ミヤギテレビ
2015,Ｊ１ １ｓｔ,第４節第２日,04/04(土),14:04,山形,1-2,湘南,ＮＤスタ,"7,321",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第４節第２日,04/04(土),15:03,川崎Ｆ,4-1,新潟,等々力,"17,643",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第４節第２日,04/04(土),15:05,浦和,1-0,松本,埼玉,"37,154",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第４節第２日,04/04(土),16:03,FC東京,1-0,甲府,味スタ,"20,743",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第４節第２日,04/04(土),18:34,広島,0-1,神戸,Ｅスタ,"11,577",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第４節第２日,04/04(土),19:04,柏,1-2,横浜FM,柏,"12,378",スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
2015,Ｊ１ １ｓｔ,第５節第１日,04/12(日),13:03,松本,1-3,柏,松本,"18,514",スカパー！／スカパー！プレミアムサービス／長野放送
2015,Ｊ１ １ｓｔ,第５節第１日,04/12(日),14:04,横浜FM,1-1,仙台,日産ス,"20,207",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第５節第１日,04/12(日),14:04,名古屋,2-0,広島,豊田ス,"15,080",スカパー！／スカパー！プレミアムサービス／東海テレビ（録）
2015,Ｊ１ １ｓｔ,第５節第１日,04/12(日),15:04,清水,2-3,Ｇ大阪,アイスタ,"16,027",スカパー！／スカパー！プレミアムサービス／静岡放送
2015,Ｊ１ １ｓｔ,第５節第１日,04/12(日),16:04,神戸,4-1,甲府,ノエスタ,"15,494",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第５節第１日,04/12(日),16:04,湘南,0-1,FC東京,ＢＭＷス,"14,581",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第５節第１日,04/12(日),16:04,鳥栖,1-0,山形,ベアスタ,"8,852",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第５節第１日,04/12(日),17:03,川崎Ｆ,1-1,浦和,等々力,"24,992",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第５節第１日,04/12(日),19:04,鹿島,1-1,新潟,カシマ,"10,261",スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
2015,Ｊ１ １ｓｔ,第６節第１日,04/16(木),19:04,柏,1-3,鹿島,柏,"10,076",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第６節第２日,04/18(土),14:03,新潟,2-2,神戸,デンカＳ,"16,068",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第６節第２日,04/18(土),14:04,仙台,2-3,川崎Ｆ,ユアスタ,"13,644",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第６節第２日,04/18(土),14:04,甲府,0-3,鳥栖,中銀スタ,"8,033",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第６節第２日,04/18(土),14:04,山形,0-0,松本,ＮＤスタ,"7,067",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第６節第２日,04/18(土),16:03,FC東京,1-2,広島,味スタ,"24,369",スカパー！／スカパー！プレミアムサービス／ＴＯＫＹＯ　ＭＸ（録）
2015,Ｊ１ １ｓｔ,第６節第２日,04/18(土),17:04,浦和,2-1,横浜FM,埼玉,"33,793",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第６節第２日,04/18(土),18:34,湘南,0-2,Ｇ大阪,ＢＭＷス,"14,538",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第６節第２日,04/18(土),19:04,名古屋,3-1,清水,パロ瑞穂,"9,986",スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
2015,Ｊ１ １ｓｔ,第７節第１日,04/25(土),14:03,松本,1-0,仙台,松本,"13,772",スカパー！／スカパー！プレミアムサービス／ＮＨＫ長野
2015,Ｊ１ １ｓｔ,第７節第１日,04/25(土),14:04,広島,2-0,清水,Ｅスタ,"11,653",スカパー！／スカパー！プレミアムサービス／ＮＨＫ広島
2015,Ｊ１ １ｓｔ,第７節第１日,04/25(土),14:04,鹿島,1-2,神戸,カシマ,"12,275",スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
2015,Ｊ１ １ｓｔ,第７節第１日,04/25(土),15:03,横浜FM,3-0,湘南,日産ス,"20,388",スカパー！／スカパー！プレミアムサービス／ＢＳ－ＴＢＳ
2015,Ｊ１ １ｓｔ,第７節第１日,04/25(土),15:04,鳥栖,1-1,柏,ベアスタ,"9,242",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第７節第１日,04/25(土),17:04,浦和,2-1,名古屋,埼玉,"29,803",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第７節第１日,04/25(土),18:34,山形,0-1,FC東京,ＮＤスタ,"11,524",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第７節第１日,04/25(土),19:04,川崎Ｆ,3-0,甲府,等々力,"16,953",スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
2015,Ｊ１ １ｓｔ,第７節第２日,04/26(日),14:03,Ｇ大阪,2-1,新潟,万博,"17,417",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第８節第１日,04/29(水・祝),14:03,仙台,1-2,鹿島,ユアスタ,"17,011",スカパー！／スカパー！プレミアムサービス／ＮＨＫ仙台
2015,Ｊ１ １ｓｔ,第８節第１日,04/29(水・祝),14:04,新潟,0-1,FC東京,デンカＳ,"22,318",スカパー！／スカパー！プレミアムサービス／新潟テレビ２１
2015,Ｊ１ １ｓｔ,第８節第１日,04/29(水・祝),14:04,川崎Ｆ,1-4,柏,等々力,"20,961",スカパー！／スカパー！プレミアムサービス／ＢＳ－ＴＢＳ
2015,Ｊ１ １ｓｔ,第８節第１日,04/29(水・祝),14:04,清水,3-3,山形,アイスタ,"11,348",スカパー！／スカパー！プレミアムサービス／ＮＨＫ静岡
2015,Ｊ１ １ｓｔ,第８節第１日,04/29(水・祝),16:03,Ｇ大阪,1-0,松本,万博,"17,173",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第８節第１日,04/29(水・祝),16:04,湘南,4-2,鳥栖,ＢＭＷス,"9,603",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第８節第１日,04/29(水・祝),16:04,神戸,0-1,名古屋,ノエスタ,"17,052",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第８節第１日,04/29(水・祝),19:04,横浜FM,1-2,広島,日産ス,"19,284",スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
2015,Ｊ１ １ｓｔ,第８節第１日,04/29(水・祝),19:04,甲府,0-2,浦和,中銀スタ,"13,708",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第９節第１日,05/02(土),13:04,名古屋,3-0,湘南,パロ瑞穂,"11,375",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第９節第１日,05/02(土),14:03,浦和,1-0,Ｇ大阪,埼玉,"53,148",スカパー！／スカパー！プレミアムサービス／ＮＨＫ総合
2015,Ｊ１ １ｓｔ,第９節第１日,05/02(土),14:04,山形,1-0,横浜FM,ＮＤスタ,"12,188",スカパー！／スカパー！プレミアムサービス／ＮＨＫ山形
2015,Ｊ１ １ｓｔ,第９節第１日,05/02(土),15:03,鹿島,0-1,甲府,カシマ,"15,340",スカパー！／スカパー！プレミアムサービス／ＢＳ－ＴＢＳ
2015,Ｊ１ １ｓｔ,第９節第１日,05/02(土),16:04,FC東京,2-1,川崎Ｆ,味スタ,"42,604",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第９節第１日,05/02(土),16:04,広島,2-0,仙台,Ｅスタ,"15,566",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第９節第１日,05/02(土),16:04,柏,0-0,清水,柏,"13,960",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第９節第１日,05/02(土),18:33,松本,1-2,新潟,松本,"18,398",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第９節第１日,05/02(土),19:04,鳥栖,1-1,神戸,ベアスタ,"20,792",スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
2015,Ｊ１ １ｓｔ,第１０節第１日,05/06(水・休),14:03,松本,2-0,甲府,松本,"16,916",スカパー！／スカパー！プレミアムサービス／信越放送
2015,Ｊ１ １ｓｔ,第１０節第１日,05/06(水・休),14:03,新潟,1-1,山形,デンカＳ,"25,009",スカパー！／スカパー！プレミアムサービス／新潟放送
2015,Ｊ１ １ｓｔ,第１０節第１日,05/06(水・休),14:03,清水,2-2,鳥栖,アイスタ,"14,029",スカパー！／スカパー！プレミアムサービス／静岡放送
2015,Ｊ１ １ｓｔ,第１０節第１日,05/06(水・休),15:03,横浜FM,2-0,名古屋,日産ス,"22,514",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１０節第１日,05/06(水・休),15:05,川崎Ｆ,0-1,広島,等々力,"21,141",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１０節第１日,05/06(水・休),17:04,湘南,1-1,神戸,ＢＭＷス,"9,157",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１０節第１日,05/06(水・休),19:04,仙台,2-3,FC東京,ユアスタ,"14,368",スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
2015,Ｊ１ １ｓｔ,第１１節第１日,05/10(日),13:04,名古屋,0-1,川崎Ｆ,豊田ス,"16,952",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１１節第１日,05/10(日),14:03,横浜FM,1-0,新潟,日産ス,"19,784",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１１節第１日,05/10(日),14:04,甲府,0-1,湘南,中銀スタ,"10,350",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１１節第１日,05/10(日),14:04,山形,3-0,柏,ＮＤスタ,"8,285",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１１節第１日,05/10(日),15:04,仙台,4-4,浦和,ユアスタ,"19,195",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１１節第１日,05/10(日),15:04,鳥栖,1-1,松本,ベアスタ,"10,648",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１１節第１日,05/10(日),16:04,FC東京,0-1,鹿島,味スタ,"42,070",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１１節第１日,05/10(日),16:04,神戸,1-2,清水,ノエスタ,"14,397",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１１節第１日,05/10(日),19:04,広島,0-1,Ｇ大阪,Ｅスタ,"17,372",スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
2015,Ｊ１ １ｓｔ,第１２節第１日,05/14(木),19:03,柏,0-0,湘南,柏,"6,701",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１２節第２日,05/16(土),14:03,新潟,0-3,仙台,デンカＳ,"16,764",スカパー！／スカパー！プレミアムサービス／ＮＨＫ新潟
2015,Ｊ１ １ｓｔ,第１２節第２日,05/16(土),14:03,松本,2-0,神戸,松本,"11,743",スカパー！／スカパー！プレミアムサービス／長野朝日放送
2015,Ｊ１ １ｓｔ,第１２節第２日,05/16(土),14:04,甲府,2-0,山形,中銀スタ,"9,159",スカパー！／スカパー！プレミアムサービス／山梨放送
2015,Ｊ１ １ｓｔ,第１２節第２日,05/16(土),15:04,鹿島,2-2,広島,カシマ,"13,523",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１２節第２日,05/16(土),15:04,清水,1-2,横浜FM,アイスタ,"12,978",スカパー！／スカパー！プレミアムサービス／テレビ静岡
2015,Ｊ１ １ｓｔ,第１２節第２日,05/16(土),15:34,浦和,4-1,FC東京,埼玉,"42,995",スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１／テレ玉
2015,Ｊ１ １ｓｔ,第１２節第２日,05/16(土),18:33,Ｇ大阪,1-1,川崎Ｆ,万博,"18,842",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１２節第２日,05/16(土),19:04,名古屋,0-1,鳥栖,豊田ス,"14,825",スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
2015,Ｊ１ １ｓｔ,第１３節第１日,05/23(土),14:05,山形,0-1,神戸,ＮＤスタ,"7,894",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１３節第１日,05/23(土),17:04,湘南,4-0,清水,ＢＭＷス,"13,248",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１３節第１日,05/23(土),18:34,仙台,0-1,甲府,ユアスタ,"13,165",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１３節第１日,05/23(土),19:03,FC東京,0-1,名古屋,味スタ,"23,460",スカパー！／スカパー！プレミアムサービス／ＴＯＫＹＯ　ＭＸ
2015,Ｊ１ １ｓｔ,第１３節第１日,05/23(土),19:04,松本,0-3,横浜FM,松本,"18,906",スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
2015,Ｊ１ １ｓｔ,第１３節第１日,05/23(土),19:04,広島,4-2,新潟,Ｅスタ,"10,460",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１３節第１日,05/23(土),19:04,川崎Ｆ,3-2,鳥栖,等々力,"14,881",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１３節第１日,05/23(土),19:04,浦和,2-1,鹿島,埼玉,"41,269",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１４節第１日,05/30(土),13:03,新潟,0-2,甲府,デンカＳ,"23,197",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１４節第１日,05/30(土),14:04,名古屋,0-0,山形,豊田ス,"13,662",スカパー！／スカパー！プレミアムサービス／名古屋テレビ（録）
2015,Ｊ１ １ｓｔ,第１４節第１日,05/30(土),16:04,神戸,0-1,仙台,ノエスタ,"14,906",スカパー！／スカパー！プレミアムサービス／ＮＨＫ神戸
2015,Ｊ１ １ｓｔ,第１４節第１日,05/30(土),19:03,鹿島,3-1,松本,カシマ,"17,155",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１４節第１日,05/30(土),19:04,鳥栖,1-6,浦和,ベアスタ,"19,249",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１４節第１日,05/30(土),19:04,清水,5-2,川崎Ｆ,アイスタ,"13,055",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１４節第１日,05/30(土),19:04,横浜FM,1-1,Ｇ大阪,日産ス,"35,044",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１４節第１日,05/30(土),19:04,FC東京,2-1,柏,味スタ,"23,439",スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
2015,Ｊ１ １ｓｔ,第１４節第１日,05/30(土),19:04,湘南,0-0,広島,ＢＭＷス,"11,276",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１０節第２日,06/03(水),19:03,柏,3-3,浦和,柏,"12,620",スカパー！／スカパー！プレミアムサービス　※２　ＡＦＣチャンピオンズリーグ２０１５の影響により、柏ｖｓ浦和、Ｇ大阪ｖｓ鹿島は６月３日（水）に開催
2015,Ｊ１ １ｓｔ,第１０節第２日,06/03(水),19:03,Ｇ大阪,2-0,鹿島,万博,"13,110",スカパー！／スカパー！プレミアムサービス　※２　ＡＦＣチャンピオンズリーグ２０１５の影響により、柏ｖｓ浦和、Ｇ大阪ｖｓ鹿島は６月３日（水）に開催
2015,Ｊ１ １ｓｔ,第１５節第１日,06/07(日),16:03,新潟,1-1,名古屋,デンカＳ,"19,030",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１５節第１日,06/07(日),16:03,Ｇ大阪,0-0,神戸,万博,"18,437",スカパー！／スカパー！プレミアムサービス／ＮＨＫ大阪（近畿ブロック）
2015,Ｊ１ １ｓｔ,第１５節第１日,06/07(日),16:03,柏,2-3,広島,柏,"11,352",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１５節第１日,06/07(日),16:03,川崎Ｆ,2-1,湘南,等々力,"20,857",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１５節第１日,06/07(日),16:04,仙台,5-0,鳥栖,ユアスタ,"12,753",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１５節第１日,06/07(日),16:04,松本,1-2,FC東京,松本,"17,617",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１５節第１日,06/07(日),16:04,浦和,1-0,清水,埼玉,"44,424",スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１／テレ玉
2015,Ｊ１ １ｓｔ,第１５節第１日,06/07(日),16:04,甲府,1-1,横浜FM,中銀スタ,"13,007",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１５節第１日,06/07(日),16:04,山形,2-2,鹿島,ＮＤスタ,"13,241",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１６節第１日,06/20(土),16:03,横浜FM,0-3,鹿島,日産ス,"28,928",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１６節第１日,06/20(土),16:03,川崎Ｆ,2-0,松本,等々力,"21,490",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１６節第１日,06/20(土),16:03,Ｇ大阪,1-1,仙台,万博,"14,616",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１６節第１日,06/20(土),16:04,鳥栖,1-2,FC東京,ベアスタ,"16,871",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１６節第１日,06/20(土),16:04,広島,5-1,山形,Ｅスタ,"12,286",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１６節第１日,06/20(土),16:04,湘南,1-3,新潟,ＢＭＷス,"11,175",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１６節第１日,06/20(土),16:05,清水,0-2,甲府,アイスタ,"13,288",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１６節第１日,06/20(土),16:05,名古屋,1-0,柏,豊田ス,"15,848",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１６節第１日,06/20(土),16:05,神戸,1-1,浦和,ノエスタ,"18,143",スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
2015,Ｊ１ １ｓｔ,第１３節第２日,06/23(火),19:03,柏,1-0,Ｇ大阪,柏,"9,997",スカパー！／スカパー！プレミアムサービス　※３　ＡＦＣチャンピオンズリーグ２０１５の影響により、柏ｖｓＧ大阪は６月２３日（火）に開催
2015,Ｊ１ １ｓｔ,第１７節第１日,06/27(土),19:03,鹿島,2-3,川崎Ｆ,カシマ,"13,867",スカパー！／スカパー！プレミアムサービス／ＢＳ－ＴＢＳ
2015,Ｊ１ １ｓｔ,第１７節第１日,06/27(土),19:04,甲府,1-1,柏,中銀スタ,"11,019",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１７節第１日,06/27(土),19:04,松本,2-3,湘南,松本,"15,456",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１７節第１日,06/27(土),19:04,浦和,5-2,新潟,埼玉,"43,606",スカパー！／スカパー！プレミアムサービス／テレ玉
2015,Ｊ１ １ｓｔ,第１７節第１日,06/27(土),19:04,仙台,2-0,名古屋,ユアスタ,"12,644",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１７節第１日,06/27(土),19:04,山形,1-3,Ｇ大阪,ＮＤスタ,"14,320",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１７節第１日,06/27(土),19:04,FC東京,3-2,清水,味スタ,"41,363",スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１／ＴＯＫＹＯ　ＭＸ
2015,Ｊ１ １ｓｔ,第１７節第１日,06/27(土),19:04,神戸,1-1,横浜FM,ノエスタ,"22,332",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ １ｓｔ,第１７節第１日,06/27(土),19:04,鳥栖,2-2,広島,ベアスタ,"12,376",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ ２ｎｄ,第１節第１日,07/11(土),18:04,湘南,2-1,名古屋,ＢＭＷス,"10,752",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ ２ｎｄ,第１節第１日,07/11(土),18:04,仙台,3-4,広島,ユアスタ,"13,373",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ ２ｎｄ,第１節第１日,07/11(土),18:30,川崎Ｆ,2-0,FC東京,等々力,"23,793",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ ２ｎｄ,第１節第１日,07/11(土),19:03,新潟,2-3,鹿島,デンカＳ,"24,316",スカパー！／スカパー！プレミアムサービス
2015,Ｊ１ ２ｎｄ,第１節第１日,07/11(土),19:03,横浜FM,1-1,山形,日産ス,"20,575",スカパー！／スカパー！プレミアムサービス
