年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送
2005,Ｊ１,第９節第１日,05/01(日),13:04,清水,2-1,大宮,日本平,"14,118",テレビ静岡／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第９節第１日,05/01(日),14:02,Ｇ大阪,3-1,神戸,万博,"14,625",スカイパーフェクＴＶ！／毎日放送（録）／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第９節第１日,05/01(日),14:03,大分,2-1,Ｆ東京,大分ス,"26,218",ＭＸテレビ／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第９節第１日,05/01(日),14:05,浦和,3-0,名古屋,埼玉,"55,476",ＢＳ－ｉ／テレビ埼玉（録）／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第９節第１日,05/01(日),15:04,鹿島,0-1,Ｃ大阪,カシマ,"26,019",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第９節第１日,05/01(日),15:04,川崎Ｆ,1-0,千葉,等々力,"13,667",Ｊ　ＳＰＯＲＴＳ
2005,Ｊ１,第９節第１日,05/01(日),16:05,柏,0-4,磐田,柏の葉,"12,837",ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第９節第１日,05/01(日),16:05,広島,5-0,新潟,広島ビ,"12,408",ＮＨＫ広島／ＮＨＫ新潟／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第９節第１日,05/01(日),19:04,東京Ｖ,1-1,横浜FM,味スタ,"18,133",ＢＳ／日本テレビ（録）／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１０節第１日,05/04(水・祝),14:05,横浜FM,1-1,清水,日産ス,"33,710",ＴＢＳ（単）／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１０節第１日,05/04(水・祝),14:05,磐田,2-1,Ｇ大阪,ヤマハ,"16,579",ＢＳ－ｉ／静岡放送（録）／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１０節第１日,05/04(水・祝),15:00,Ｃ大阪,0-0,東京Ｖ,長居,"19,013",読売テレビ（録）／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１０節第１日,05/04(水・祝),15:04,新潟,2-1,川崎Ｆ,新潟ス,"41,422",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１０節第１日,05/04(水・祝),16:02,千葉,1-1,広島,市原,"9,398",千葉テレビ／スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１０節第１日,05/04(水・祝),16:03,大宮,1-0,柏,埼玉,"14,846",テレビ埼玉／ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１０節第１日,05/04(水・祝),16:03,Ｆ東京,0-2,鹿島,味スタ,"40,300",ＮＨＫ総合／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１０節第１日,05/04(水・祝),16:04,神戸,0-1,浦和,神戸ウイ,"25,104",ＮＨＫ大阪／Ｊ　ＳＰＯＲＴＳ
2005,Ｊ１,第１０節第１日,05/04(水・祝),19:04,名古屋,0-0,大分,瑞穂陸,"12,659",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１１節第１日,05/08(日),14:02,Ｇ大阪,3-1,名古屋,万博,"13,687",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１１節第１日,05/08(日),14:04,大分,1-0,川崎Ｆ,大分ス,"21,078",ＢＳ（録）／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１１節第１日,05/08(日),14:05,浦和,0-0,千葉,埼玉,"50,643",ＢＳ－ｉ／テレビ埼玉（録）／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１１節第１日,05/08(日),15:01,柏,0-0,新潟,柏の葉,"10,144",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１１節第１日,05/08(日),15:02,鹿島,2-1,東京Ｖ,カシマ,"16,060",スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１１節第１日,05/08(日),15:03,清水,1-1,Ｃ大阪,日本平,"15,700",静岡放送／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１１節第１日,05/08(日),15:04,Ｆ東京,3-3,大宮,味スタ,"22,175",ＭＸテレビ／Ｊ　ＳＰＯＲＴＳ
2005,Ｊ１,第１１節第１日,05/08(日),15:04,広島,0-1,横浜FM,広島ビ,"22,607",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１１節第１日,05/08(日),16:05,神戸,0-0,磐田,神戸ウイ,"20,282",ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１２節第１日,05/14(土),15:00,川崎Ｆ,0-1,清水,等々力,"11,668",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１２節第１日,05/14(土),15:01,大宮,0-1,広島,熊谷陸,"7,163",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１２節第１日,05/14(土),15:04,新潟,2-2,鹿島,新潟ス,"40,085",新潟総合テレビ／Ｊ　ＳＰＯＲＴＳ
2005,Ｊ１,第１２節第１日,05/14(土),15:04,Ｃ大阪,2-4,Ｇ大阪,長居,"42,053",ＢＳ／ＮＨＫ大阪（録）／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１２節第１日,05/14(土),15:05,東京Ｖ,1-0,柏,味スタ,"31,571",ＢＳ－ｉ／日本テレビ（録）／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１２節第１日,05/14(土),16:02,名古屋,0-2,神戸,豊田ス,"17,991",スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１２節第１日,05/14(土),19:04,千葉,2-1,Ｆ東京,市原,"8,593",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１２節第２日,05/15(日),13:33,磐田,2-1,大分,ヤマハ,"13,559",静岡放送／大分放送／ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１２節第２日,05/15(日),14:03,横浜FM,0-1,浦和,日産ス,"53,097",ＮＨＫ総合／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１３節第１日,07/02(土),19:00,柏,1-1,広島,柏,"9,513",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１３節第１日,07/02(土),19:00,名古屋,1-1,大宮,豊田ス,"14,725",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１３節第１日,07/02(土),19:01,Ｇ大阪,7-1,東京Ｖ,万博,"11,002",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１３節第１日,07/02(土),19:02,磐田,1-2,川崎Ｆ,ヤマハ,"11,686",スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１３節第１日,07/02(土),19:04,Ｆ東京,2-2,Ｃ大阪,味スタ,"20,555",ＢＳ－ｉ／テレビ東京（録）／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１３節第１日,07/02(土),19:04,神戸,1-1,千葉,神戸ウイ,"15,092",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１３節第１日,07/02(土),19:05,大分,0-2,横浜FM,大分ス,"26,143",Ｊ　ＳＰＯＲＴＳ
2005,Ｊ１,第１３節第２日,07/03(日),18:04,鹿島,2-1,清水,カシマ,"13,449",ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１３節第２日,07/03(日),19:05,浦和,2-1,新潟,埼玉,"39,656",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１４節第１日,07/06(水),19:00,柏,0-0,大分,柏,"6,457",ＢＳ－ｉ（録）／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１４節第１日,07/06(水),19:00,新潟,3-2,神戸,新潟ス,"39,012",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１４節第１日,07/06(水),19:00,清水,2-2,名古屋,日本平,"7,280",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１４節第１日,07/06(水),19:00,Ｃ大阪,2-0,千葉,長居,"10,751",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１４節第１日,07/06(水),19:01,広島,1-2,Ｇ大阪,広島ビ,"7,058",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１４節第１日,07/06(水),19:02,東京Ｖ,0-7,浦和,国立,"22,953",スカイパーフェクＴＶ！／日本テレビ（録）／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１４節第１日,07/06(水),19:04,横浜FM,2-1,鹿島,日産ス,"25,207",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１４節第１日,07/06(水),19:05,川崎Ｆ,0-0,Ｆ東京,等々力,"13,118",ＢＳ－ｉ（録）／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１４節第１日,07/06(水),19:06,大宮,0-2,磐田,熊谷陸,"7,436",テレビ埼玉／Ｊ　ＳＰＯＲＴＳ
2005,Ｊ１,第１５節第１日,07/09(土),18:30,鹿島,2-0,川崎Ｆ,カシマ,"15,484",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１５節第１日,07/09(土),18:34,千葉,3-2,新潟,市原,"6,681",千葉テレビ／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１５節第１日,07/09(土),19:00,神戸,0-3,清水,神戸ウイ,"18,671",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１５節第１日,07/09(土),19:02,名古屋,1-1,横浜FM,瑞穂陸,"13,544",スカイパーフェクＴＶ！／中部日本放送（録）／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１５節第１日,07/09(土),19:04,Ｆ東京,0-0,東京Ｖ,味スタ,"26,298",ＭＸテレビ／ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１５節第１日,07/09(土),19:04,磐田,3-0,Ｃ大阪,ヤマハ,"9,858",Ｊ　ＳＰＯＲＴＳ
2005,Ｊ１,第１５節第１日,07/09(土),19:05,浦和,1-2,大宮,埼玉,"50,437",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１５節第２日,07/10(日),19:04,Ｇ大阪,3-2,柏,万博,"17,343",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１５節第２日,07/10(日),19:05,大分,0-1,広島,大分ス,"17,641",ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１６節第１日,07/13(水),19:00,大宮,1-0,川崎Ｆ,駒場,"4,556",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１６節第１日,07/13(水),19:00,東京Ｖ,3-3,神戸,味スタ,"7,312",日本テレビ（録）／ＢＳ－ｉ（録）／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１６節第１日,07/13(水),19:00,名古屋,3-0,鹿島,瑞穂陸,"9,494",東海テレビ（録）／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１６節第１日,07/13(水),19:00,大分,0-2,Ｇ大阪,大分ス,"20,743",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１６節第１日,07/13(水),19:02,広島,0-0,磐田,広島ビ,"6,230",スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１６節第１日,07/13(水),19:04,柏,3-0,浦和,国立,"23,684",Ｊ　ＳＰＯＲＴＳ
2005,Ｊ１,第１６節第１日,07/13(水),19:04,横浜FM,2-1,千葉,日産ス,"18,815",ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１６節第１日,07/13(水),19:04,清水,0-1,Ｆ東京,日本平,"10,739",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１６節第１日,07/13(水),19:04,Ｃ大阪,1-0,新潟,長居,"6,497",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１７節第１日,07/17(日),18:04,新潟,3-0,名古屋,新潟ス,"41,917",Ｊ　ＳＰＯＲＴＳ
2005,Ｊ１,第１７節第１日,07/17(日),18:30,鹿島,1-1,大分,カシマ,"15,572",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１７節第１日,07/17(日),19:00,川崎Ｆ,3-2,Ｃ大阪,等々力,"12,307",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１７節第１日,07/17(日),19:01,神戸,0-4,柏,神戸ユ,"15,159",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１７節第１日,07/17(日),19:02,磐田,6-0,東京Ｖ,ヤマハ,"13,649",スカイパーフェクＴＶ！／静岡放送（録）／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１７節第１日,07/17(日),19:04,Ｆ東京,4-0,横浜FM,味スタ,"43,104",ＢＳ／ＭＸテレビ（録）／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１７節第１日,07/17(日),19:05,Ｇ大阪,3-3,清水,万博,"17,016",ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１７節第２日,07/18(月・祝),19:04,浦和,2-0,広島,埼玉,"35,658",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１７節第２日,07/18(月・祝),19:05,千葉,2-0,大宮,市原,"5,819",ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１８節第１日,07/23(土),18:02,広島,3-0,東京Ｖ,広島ビ,"12,176",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１８節第１日,07/23(土),18:33,大宮,0-2,鹿島,埼玉,"12,011",テレビ埼玉／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１８節第１日,07/23(土),18:34,千葉,1-0,川崎Ｆ,市原,"4,993",Ｊ　ＳＰＯＲＴＳ
2005,Ｊ１,第１８節第１日,07/23(土),19:00,Ｆ東京,1-1,神戸,国立,"18,258",スカイパーフェクＴＶ！／テレビ東京（録）／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１８節第１日,07/23(土),19:01,Ｇ大阪,4-1,Ｃ大阪,万博,"22,232",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１８節第１日,07/23(土),19:05,横浜FM,0-0,柏,三ツ沢,"14,450",ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ１,第１８節第１日,07/23(土),19:05,清水,0-1,浦和,静岡,"21,730",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
