年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送
2002,Ｊ１ １ｓｔ,第１節第１日,03/02(土),15:00,Ｆ東京,4-2,鹿島,東京,"30,651",ＴＢＳ（単）／東京メトロポリタンテレビ（録）
2002,Ｊ１ １ｓｔ,第１節第１日,03/02(土),19:35,磐田,2-0,名古屋,静岡,"29,763",ＮＨＫ総合
2002,Ｊ１ １ｓｔ,第１節第２日,03/03(日),13:05,仙台,1-0,東京Ｖ,仙台,"17,637",ＮＨＫ仙台／ＢＳ
2002,Ｊ１ １ｓｔ,第１節第２日,03/03(日),15:00,市原,2-1,京都,市原,"6,270",ＫＢＳ京都／スカイパーフェクＴＶ！／千葉テレビ（録）
2002,Ｊ１ １ｓｔ,第１節第２日,03/03(日),15:01,横浜FM,1-0,浦和,横浜国,"36,060",ＴＢＳ（単）
2002,Ｊ１ １ｓｔ,第１節第２日,03/03(日),15:03,清水,1-0,神戸,日本平,"15,070",静岡放送／ＢＳ－ｉ
2002,Ｊ１ １ｓｔ,第１節第２日,03/03(日),15:04,広島,5-1,札幌,広島ビ,"11,299",ＮＨＫ広島／Ｊスカイスポーツ
2002,Ｊ１ １ｓｔ,第１節第２日,03/03(日),16:04,Ｇ大阪,1-0,柏,万博,"10,126",ＢＳ
2002,Ｊ１ １ｓｔ,第２節第１日,03/09(土),13:00,札幌,0-1,仙台,高知陸,"7,236",札幌テレビ／スカイパーフェクＴＶ！／高知放送（録）
2002,Ｊ１ １ｓｔ,第２節第１日,03/09(土),14:03,鹿島,0-1,清水,カシマ,"23,675",ＮＨＫ総合
2002,Ｊ１ １ｓｔ,第２節第１日,03/09(土),14:03,名古屋,0-1,横浜FM,豊田ス,"18,144",Ｊスカイスポーツ／名古屋テレビ（録）
2002,Ｊ１ １ｓｔ,第２節第１日,03/09(土),16:04,神戸,0-1,市原,神戸ユ,"10,071",ＢＳ
2002,Ｊ１ １ｓｔ,第２節第１日,03/09(土),19:03,柏,2-1,広島,柏,"9,042",ＢＳ－ｉ
2002,Ｊ１ １ｓｔ,第２節第１日,03/09(土),19:05,浦和,0-1,Ｆ東京,埼玉,"33,018",ＢＳ／テレビ埼玉（録）
2002,Ｊ１ １ｓｔ,第２節第２日,03/10(日),15:04,東京Ｖ,2-3,磐田,東京,"23,152",ＢＳ－ｉ／日本テレビ（録）
2002,Ｊ１ １ｓｔ,第２節第２日,03/10(日),15:34,京都,0-2,Ｇ大阪,西京極,"7,694",ＢＳ／ＫＢＳ京都（録）
2002,Ｊ１ １ｓｔ,第３節第１日,03/16(土),14:04,仙台,5-2,柏,仙台,"17,308",ＮＨＫ仙台／Ｊスカイスポーツ
2002,Ｊ１ １ｓｔ,第３節第１日,03/16(土),14:04,市原,0-2,鹿島,国立,"15,379",ＢＳ
2002,Ｊ１ １ｓｔ,第３節第１日,03/16(土),14:04,清水,2-1,浦和,日本平,"14,380",テレビ静岡／テレビ埼玉（録）／ＢＳ－ｉ（録）
