年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送
2007,Ｊ１,第６節第２日,04/15(日),16:04,大分,0-0,Ｆ東京,九石ド,"17,431",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）
2007,Ｊ１,第７節第１日,04/21(土),14:04,Ｆ東京,1-0,横浜FC,味スタ,"22,168",スカパー！・ｅ２（ＴＢＳチャンネル）／ＴＯＫＹＯ　ＭＸ／ＢＳ－ｉ
2007,Ｊ１,第７節第１日,04/21(土),16:03,浦和,1-2,川崎Ｆ,埼玉,"50,531",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＮＨＫ総合／テレ玉（録）
2007,Ｊ１,第７節第１日,04/21(土),16:03,千葉,1-0,大宮,フクアリ,"9,481",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）
2007,Ｊ１,第７節第１日,04/21(土),16:03,名古屋,2-0,神戸,瑞穂陸,"10,363",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＮＨＫ名古屋
2007,Ｊ１,第７節第１日,04/21(土),18:34,甲府,3-2,柏,小瀬,"11,437",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）
2007,Ｊ１,第７節第１日,04/21(土),19:04,清水,1-2,鹿島,日本平,"12,738",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＢＳ
2007,Ｊ１,第７節第１日,04/21(土),19:05,広島,0-0,新潟,広島ビ,"8,326",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）
2007,Ｊ１,第７節第２日,04/22(日),16:01,横浜FM,5-0,大分,日産ス,"17,219",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）
2007,Ｊ１,第７節第２日,04/22(日),16:03,Ｇ大阪,5-2,磐田,万博,"14,495",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）
2007,Ｊ１,第８節第１日,04/28(土),13:03,横浜FC,1-1,清水,日産ス,"15,008",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）
2007,Ｊ１,第８節第１日,04/28(土),15:05,大分,0-4,Ｇ大阪,九石ド,"20,806",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＮＨＫ大分
2007,Ｊ１,第８節第１日,04/28(土),16:00,大宮,1-2,甲府,駒場,"6,628",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）
2007,Ｊ１,第８節第１日,04/28(土),16:03,神戸,0-0,Ｆ東京,ホムスタ,"9,213",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）
2007,Ｊ１,第８節第１日,04/28(土),16:53,柏,2-0,名古屋,柏,"11,077",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／千葉テレビ（録）
2007,Ｊ１,第８節第１日,04/28(土),19:01,新潟,0-6,横浜FM,東北電ス,"41,283",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）
2007,Ｊ１,第８節第１日,04/28(土),19:04,磐田,4-2,広島,ヤマハ,"10,131",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＢＳ／静岡放送（録）
2007,Ｊ１,第８節第２日,04/29(日・祝),15:05,川崎Ｆ,1-1,千葉,等々力,"21,804",スカパー！・ｅ２（ＴＢＳチャンネル）／ＢＳ－ｉ
2007,Ｊ１,第８節第２日,04/29(日・祝),16:00,鹿島,0-1,浦和,カシマ,"36,146",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）
2007,Ｊ１,第９節第１日,05/03(木・祝),14:04,浦和,1-1,千葉,埼玉,"57,440",スカパー！・ｅ２（ＴＢＳチャンネル）／テレ玉／ＢＳ－ｉ
2007,Ｊ１,第９節第１日,05/03(木・祝),14:04,甲府,1-0,横浜FC,小瀬,"16,279",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／テレビ山梨
2007,Ｊ１,第９節第１日,05/03(木・祝),16:03,名古屋,1-2,大分,瑞穂陸,"14,146",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／東海テレビ（録）
2007,Ｊ１,第９節第１日,05/03(木・祝),16:03,神戸,2-2,Ｇ大阪,ホムスタ,"22,236",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）
2007,Ｊ１,第９節第１日,05/03(木・祝),16:04,広島,2-1,大宮,広島ビ,"13,220",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）
2007,Ｊ１,第９節第１日,05/03(木・祝),16:05,柏,0-0,新潟,柏の葉,"13,481",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／千葉テレビ
2007,Ｊ１,第９節第１日,05/03(木・祝),16:05,Ｆ東京,1-2,鹿島,味スタ,"30,436",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＴＯＫＹＯ　ＭＸ
2007,Ｊ１,第９節第１日,05/03(木・祝),19:04,横浜FM,2-1,川崎Ｆ,日産ス,"33,498",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ｔｖｋ／ＢＳ
2007,Ｊ１,第９節第１日,05/03(木・祝),19:05,清水,2-1,磐田,日本平,"20,318",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）
2007,Ｊ１,第１０節第１日,05/06(日),13:00,大分,1-2,広島,九石ド,"20,224",スカパー！・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）
2007,Ｊ１,第１０節第１日,05/06(日),13:03,横浜FC,0-3,神戸,三ツ沢,"4,458",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）
2007,Ｊ１,第１０節第１日,05/06(日),14:04,新潟,3-1,甲府,東北電ス,"39,507",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／新潟放送
2007,Ｊ１,第１０節第１日,05/06(日),14:04,Ｇ大阪,1-1,清水,万博,"18,223",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＢＳ
2007,Ｊ１,第１０節第１日,05/06(日),15:04,鹿島,1-1,横浜FM,カシマ,"13,344",スカパー！・ｅ２（ＴＢＳチャンネル）／ＢＳ－ｉ
2007,Ｊ１,第１０節第１日,05/06(日),16:01,大宮,1-1,浦和,埼玉,"33,162",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）
2007,Ｊ１,第１０節第１日,05/06(日),16:02,磐田,1-0,名古屋,エコパ,"23,142",スカパー！・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）／ＮＨＫ静岡／ＮＨＫ名古屋
2007,Ｊ１,第１０節第１日,05/06(日),16:04,川崎Ｆ,5-2,Ｆ東京,等々力,"14,983",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＮＨＫ総合
2007,Ｊ１,第１０節第１日,05/06(日),19:03,千葉,1-1,柏,フクアリ,"11,969",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）
2007,Ｊ１,第１１節第１日,05/12(土),14:04,広島,0-2,横浜FC,広島ビ,"13,636",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）
2007,Ｊ１,第１１節第１日,05/12(土),14:05,横浜FM,0-2,名古屋,日産ス,"19,074",スカパー！・ｅ２（ＴＢＳチャンネル）／ＢＳ－ｉ
2007,Ｊ１,第１１節第１日,05/12(土),15:04,清水,3-1,新潟,日本平,"12,197",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／テレビ静岡
2007,Ｊ１,第１１節第１日,05/12(土),16:04,柏,2-0,大分,柏,"9,374",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／千葉テレビ（録）
2007,Ｊ１,第１１節第１日,05/12(土),19:00,鹿島,2-1,磐田,カシマ,"13,259",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）
2007,Ｊ１,第１１節第１日,05/12(土),19:04,Ｆ東京,4-1,千葉,味スタ,"21,821",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＴＯＫＹＯ　ＭＸ／ＢＳ
2007,Ｊ１,第１１節第２日,05/13(日),14:04,甲府,1-3,川崎Ｆ,小瀬,"12,686",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＮＨＫ甲府
2007,Ｊ１,第１１節第２日,05/13(日),15:03,神戸,0-0,大宮,ホムスタ,"7,769",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）
2007,Ｊ１,第１１節第２日,05/13(日),16:03,浦和,1-1,Ｇ大阪,埼玉,"55,258",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）
2007,Ｊ１,第１２節第１日,05/19(土),13:00,Ｇ大阪,2-1,柏,万博,"13,765",スカパー！・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）
2007,Ｊ１,第１２節第１日,05/19(土),14:02,名古屋,1-2,浦和,豊田ス,"34,347",スカパー！・ｅ２（ＴＢＳチャンネル）／ＴＢＳ（単）／名古屋テレビ
2007,Ｊ１,第１２節第１日,05/19(土),14:04,新潟,1-1,鹿島,東北電ス,"38,268",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／新潟総合テレビ
2007,Ｊ１,第１２節第１日,05/19(土),14:05,大分,2-0,川崎Ｆ,九石ド,"15,371",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）
2007,Ｊ１,第１２節第１日,05/19(土),16:00,大宮,1-0,横浜FC,駒場,"9,466",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）
2007,Ｊ１,第１２節第１日,05/19(土),16:00,千葉,1-3,広島,フクアリ,"10,983",スカパー！・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）
2007,Ｊ１,第１２節第１日,05/19(土),19:04,甲府,0-0,清水,小瀬,"12,422",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＢＳ
2007,Ｊ１,第１２節第２日,05/20(日),15:04,磐田,2-3,神戸,ヤマハ,"12,149",スカパー！・ｅ２（ＴＢＳチャンネル）／静岡放送／ＢＳ－ｉ（録）
2007,Ｊ１,第１２節第２日,05/20(日),16:01,横浜FM,0-1,Ｆ東京,日産ス,"25,811",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）
2007,Ｊ１,第１３節第１日,05/26(土),13:03,横浜FC,2-1,大分,三ツ沢,"4,935",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）
2007,Ｊ１,第１３節第１日,05/26(土),15:03,神戸,2-1,柏,ホムスタ,"9,173",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＮＨＫ神戸（録）
2007,Ｊ１,第１３節第１日,05/26(土),15:04,Ｆ東京,0-1,名古屋,味スタ,"22,679",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＴＯＫＹＯ　ＭＸ
2007,Ｊ１,第１３節第１日,05/26(土),16:03,鹿島,2-0,甲府,カシマ,"10,081",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／ＮＨＫ水戸＊
2007,Ｊ１,第１３節第１日,05/26(土),19:04,千葉,1-2,Ｇ大阪,フクアリ,"14,405",スカパー！・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）／ＢＳ
2007,Ｊ１,第１３節第１日,05/26(土),19:04,広島,2-1,清水,広島ビ,"10,514",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）
2007,Ｊ１,第１３節第２日,05/27(日),15:00,川崎Ｆ,1-1,大宮,等々力,"14,033",スカパー！・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）
2007,Ｊ１,第１３節第２日,05/27(日),15:04,浦和,1-1,横浜FM,埼玉,"51,829",スカパー！・ｅ２（ＴＢＳチャンネル）／テレ玉／ＢＳ－ｉ
2007,Ｊ１,第１３節第２日,05/27(日),16:03,磐田,2-4,新潟,ヤマハ,"11,734",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）
2007,Ｊ１,第１４節第１日,06/09(土),13:04,柏,0-0,大宮,柏の葉,"12,730",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／千葉テレビ（録）
2007,Ｊ１,第１４節第１日,06/09(土),14:05,Ｇ大阪,2-1,横浜FC,万博,"19,752",スカパー！・ｅ２（ＴＢＳチャンネル）／ＢＳ－ｉ
2007,Ｊ１,第１４節第１日,06/09(土),15:00,大分,2-2,鹿島,九石ド,"21,804",スカパー！・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）
2007,Ｊ１,第１４節第１日,06/09(土),15:04,新潟,3-1,神戸,東北電ス,"38,667",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／新潟テレビ２１
2007,Ｊ１,第１４節第１日,06/09(土),19:03,横浜FM,1-0,千葉,日産ス,"23,028",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）
2007,Ｊ１,第１４節第１日,06/09(土),19:04,名古屋,2-2,川崎Ｆ,豊田ス,"21,190",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＢＳ
2007,Ｊ１,第１４節第２日,06/10(日),14:02,甲府,1-6,磐田,小瀬,"11,389",スカパー！・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）
2007,Ｊ１,第１４節第２日,06/10(日),16:04,清水,1-3,Ｆ東京,日本平,"15,322",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）
2007,Ｊ１,第１５節第１日,06/16(土),13:03,神戸,1-3,大分,ホムスタ,"13,966",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）
2007,Ｊ１,第１５節第１日,06/16(土),14:05,川崎Ｆ,0-0,柏,等々力,"15,244",スカパー！・ｅ２（ＴＢＳチャンネル）／ＢＳ－ｉ
2007,Ｊ１,第１５節第１日,06/16(土),15:04,清水,1-1,横浜FM,日本平,"15,078",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／テレビ静岡
2007,Ｊ１,第１５節第１日,06/16(土),16:00,鹿島,5-1,広島,カシマ,"10,524",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）
2007,Ｊ１,第１５節第１日,06/16(土),16:04,Ｇ大阪,3-1,名古屋,万博,"20,473",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）／毎日放送（録）
2007,Ｊ１,第１５節第１日,06/16(土),19:00,大宮,2-1,新潟,駒場,"16,795",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）
2007,Ｊ１,第１５節第１日,06/16(土),19:04,横浜FC,1-2,磐田,日産ス,"13,605",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＢＳ
2007,Ｊ１,第１５節第２日,06/17(日),16:03,千葉,3-2,甲府,フクアリ,"13,229",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）
2007,Ｊ１,第１５節第２日,06/17(日),16:04,Ｆ東京,0-2,浦和,味スタ,"38,439",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）
2007,Ｊ１,第１６節第１日,06/20(水),19:00,横浜FM,0-0,Ｇ大阪,三ツ沢,"13,956",スカパー！・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）
2007,Ｊ１,第１６節第１日,06/20(水),19:03,新潟,3-1,横浜FC,東北電ス,"36,182",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）
2007,Ｊ１,第１６節第１日,06/20(水),19:03,名古屋,1-2,清水,瑞穂陸,"9,416",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！ＨＶ）
2007,Ｊ１,第１６節第１日,06/20(水),19:04,柏,0-1,鹿島,柏,"10,273",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／千葉テレビ／ＢＳ
2007,Ｊ１,第１６節第１日,06/20(水),19:04,Ｆ東京,2-1,甲府,味スタ,"17,264",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／ＴＯＫＹＯ　ＭＸ
2007,Ｊ１,第１６節第１日,06/20(水),19:04,磐田,0-0,大宮,ヤマハ,"9,292",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）／静岡放送（録）
2007,Ｊ１,第１６節第１日,06/20(水),19:04,広島,1-1,川崎Ｆ,広島ビ,"6,037",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）
2007,Ｊ１,第１６節第１日,06/20(水),19:05,浦和,2-0,神戸,駒場,"16,709",スカパー！・ｅ２（ＴＢＳチャンネル）／テレ玉／ＢＳ－ｉ
2007,Ｊ１,第１６節第１日,06/20(水),19:05,大分,0-1,千葉,九石ド,"15,508",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）（録）
2007,Ｊ１,第１７節第１日,06/23(土),14:04,清水,0-1,浦和,日本平,"20,300",スカパー！・ｅ２（ＴＢＳチャンネル）／ＮＨＫ静岡／ＢＳ－ｉ
2007,Ｊ１,第１７節第１日,06/23(土),15:00,川崎Ｆ,2-3,磐田,等々力,"16,614",スカパー！・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）
2007,Ｊ１,第１７節第１日,06/23(土),16:03,千葉,1-2,新潟,フクアリ,"15,069",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）
2007,Ｊ１,第１７節第１日,06/23(土),17:03,横浜FC,2-4,柏,三ツ沢,"7,232",スカパー！（パーフェクト　チョイス）／ｅ２（スカチャン！）
