年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送
2003,Ｊ１ １ｓｔ,第４節第１日,04/19(土),15:06,清水,0-2,磐田,静岡,"32,528",ＢＳ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第４節第１日,04/19(土),16:04,鹿島,1-0,東京Ｖ,カシマ,"16,931",ＢＳ－ｉ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第４節第１日,04/19(土),19:04,Ｆ東京,1-1,名古屋,味スタ,"18,383",ＢＳ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第４節第２日,04/20(日),14:03,柏,3-2,Ｃ大阪,柏,"7,205",ＢＳ－ｉ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第４節第２日,04/20(日),15:04,横浜FM,1-0,大分,横浜国,"12,368",ＢＳ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第５節第１日,04/26(土),13:34,仙台,0-2,Ｇ大阪,仙台,"18,774",仙台放送／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第５節第１日,04/26(土),14:04,磐田,1-0,神戸,磐田,"11,215",Ｊスカイスポーツ／静岡放送（録）
2003,Ｊ１ １ｓｔ,第５節第１日,04/26(土),14:33,名古屋,1-1,柏,瑞穂陸,"8,570",名古屋テレビ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第５節第１日,04/26(土),15:03,京都,0-3,清水,西京極,"9,078",スカイパーフェクＴＶ！／ＫＢＳ京都（録）／テレビ静岡（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第５節第１日,04/26(土),15:04,Ｃ大阪,6-4,浦和,長居,"10,283",ＢＳ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第５節第１日,04/26(土),16:00,東京Ｖ,0-2,大分,味スタ,"8,165",日本テレビ（録）／テレビ大分（録）／ＢＳ－ｉ（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第５節第１日,04/26(土),16:03,鹿島,2-0,Ｆ東京,カシマ,"14,960",ＢＳ－ｉ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第５節第１日,04/26(土),19:04,市原,3-1,横浜FM,市原,"6,539",ＢＳ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第６節第１日,04/29(火・祝),14:03,横浜FM,0-0,名古屋,横浜国,"24,438",ＢＳ－ｉ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第６節第１日,04/29(火・祝),14:04,神戸,0-1,Ｆ東京,神戸ウイ,"8,373",Ｊスカイスポーツ
2003,Ｊ１ １ｓｔ,第６節第１日,04/29(火・祝),15:00,市原,5-1,京都,市原,"6,806",千葉テレビ（録）／ＫＢＳ京都（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第６節第１日,04/29(火・祝),15:04,仙台,1-1,磐田,宮城ス,"33,443",ＢＳ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第６節第１日,04/29(火・祝),15:04,清水,0-2,柏,静岡,"16,248",テレビ静岡／スカイパーフェクＴＶ！／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第６節第１日,04/29(火・祝),16:03,東京Ｖ,0-2,浦和,国立,"31,276",ＢＳ－ｉ／日本テレビ（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第６節第１日,04/29(火・祝),19:00,大分,1-2,Ｃ大阪,大分ス,"18,721",Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第６節第１日,04/29(火・祝),19:04,Ｇ大阪,1-2,鹿島,万博,"16,146",ＢＳ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第７節第１日,05/05(月・祝),14:03,磐田,7-2,東京Ｖ,静岡,"25,303",静岡放送／スカイパーフェクＴＶ！／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第７節第１日,05/05(月・祝),14:05,Ｆ東京,1-0,Ｇ大阪,味スタ,"27,532",テレビ東京／ＢＳ－ｉ（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第７節第１日,05/05(月・祝),15:04,Ｃ大阪,1-3,市原,長居,"19,189",Ｊスカイスポーツ
2003,Ｊ１ １ｓｔ,第７節第１日,05/05(月・祝),15:33,鹿島,1-3,横浜FM,カシマ,"34,066",ＮＨＫ総合／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第７節第１日,05/05(月・祝),15:33,名古屋,2-1,大分,瑞穂陸,"13,086",ＮＨＫ名古屋／ＮＨＫ大分／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第７節第１日,05/05(月・祝),15:33,京都,1-0,仙台,西京極,"9,779",ＮＨＫ大阪／ＮＨＫ仙台／ＫＢＳ京都（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第７節第１日,05/05(月・祝),16:03,柏,0-1,神戸,柏,"9,025",ＢＳ－ｉ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第７節第１日,05/05(月・祝),16:04,浦和,1-0,清水,埼玉,"50,289",ＢＳ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第８節第１日,05/10(土),14:02,市原,1-2,名古屋,松本,"12,029",スカイパーフェクＴＶ！／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第８節第１日,05/10(土),14:05,Ｇ大阪,2-3,柏,万博,"6,009",ＴＢＳ（単）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第８節第１日,05/10(土),15:05,横浜FM,3-2,Ｆ東京,横浜国,"21,991",ＢＳ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第８節第１日,05/10(土),16:04,東京Ｖ,1-2,清水,味スタ,"18,295",ＢＳ－ｉ／日本テレビ（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第８節第１日,05/10(土),19:04,仙台,1-2,Ｃ大阪,仙台,"19,224",ＮＨＫ仙台／Ｊスカイスポーツ
2003,Ｊ１ １ｓｔ,第８節第１日,05/10(土),19:04,大分,1-1,鹿島,大分ス,"30,420",ＢＳ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第８節第２日,05/11(日),14:04,神戸,3-2,浦和,神戸ウイ,"14,112",ＢＳ－ｉ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第８節第２日,05/11(日),15:05,磐田,5-0,京都,磐田,"12,819",ＢＳ／ＫＢＳ京都（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第９節第１日,05/17(土),14:00,浦和,4-4,Ｇ大阪,駒場,"19,013",ＮＨＫ総合／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第９節第１日,05/17(土),15:04,鹿島,0-2,市原,カシマ,"19,420",Ｊスカイスポーツ
2003,Ｊ１ １ｓｔ,第９節第１日,05/17(土),15:04,京都,2-5,東京Ｖ,鴨池,"9,275",ＢＳ／ＫＢＳ京都（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第９節第１日,05/17(土),16:04,柏,3-1,横浜FM,柏,"12,006",ＢＳ－ｉ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第９節第１日,05/17(土),18:33,Ｆ東京,2-1,大分,味スタ,"15,509",ＭＸテレビ／スカイパーフェクＴＶ！／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第９節第１日,05/17(土),19:04,Ｃ大阪,1-3,磐田,長居,"22,931",ＢＳ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第９節第２日,05/18(日),14:03,名古屋,2-1,仙台,豊田ス,"16,963",ＢＳ－ｉ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第９節第２日,05/18(日),15:05,清水,3-0,神戸,草薙陸,"13,557",ＢＳ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１０節第１日,05/24(土),14:01,京都,2-4,Ｃ大阪,西京極,"10,294",ＫＢＳ京都（録）／ＢＳ－ｉ（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１０節第１日,05/24(土),15:01,東京Ｖ,3-2,神戸,味スタ,"10,971",スカイパーフェクＴＶ！／日本テレビ（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１０節第１日,05/24(土),15:04,仙台,0-2,鹿島,宮城ス,"32,478",ＢＳ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１０節第１日,05/24(土),16:03,市原,0-0,Ｆ東京,市原,"8,219",ＢＳ－ｉ／千葉テレビ（録）／ＭＸテレビ（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１０節第１日,05/24(土),19:04,磐田,1-1,名古屋,磐田,"16,382",ＢＳ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１０節第１日,05/24(土),19:06,大分,0-0,柏,大分ス,"16,511",ＮＨＫ大分／Ｊスカイスポーツ
2003,Ｊ１ １ｓｔ,第１０節第２日,05/25(日),14:05,横浜FM,0-1,浦和,横浜国,"39,483",ＴＢＳ（単）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１０節第２日,05/25(日),15:04,Ｇ大阪,1-0,清水,万博,"10,897",ＢＳ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１１節第１日,07/05(土),19:02,神戸,4-3,Ｇ大阪,神戸ウイ,"16,229",スカイパーフェクＴＶ！／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１１節第１日,07/05(土),19:04,浦和,2-1,大分,駒場,"18,805",テレビ埼玉／ＢＳ－ｉ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１１節第１日,07/05(土),19:04,柏,0-2,市原,柏,"10,718",千葉テレビ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１１節第１日,07/05(土),19:04,清水,0-1,横浜FM,国立,"33,679",Ｊスカイスポーツ
2003,Ｊ１ １ｓｔ,第１１節第１日,07/05(土),19:04,名古屋,1-1,京都,豊田ス,"18,028",ＫＢＳ京都／名古屋テレビ（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１１節第１日,07/05(土),19:05,鹿島,5-2,磐田,カシマ,"39,684",ＢＳ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１１節第２日,07/06(日),19:03,Ｃ大阪,0-2,東京Ｖ,長居,"9,231",ＢＳ－ｉ／読売テレビ（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１１節第２日,07/06(日),19:05,Ｆ東京,2-0,仙台,味スタ,"21,742",ＢＳ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１２節第１日,07/12(土),19:00,東京Ｖ,3-1,柏,味スタ,"11,650",日本テレビ（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１２節第１日,07/12(土),19:00,清水,2-0,鹿島,草薙陸,"15,463",スカイパーフェクＴＶ！／ＢＳ（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１２節第１日,07/12(土),19:00,神戸,0-3,名古屋,神戸ウイ,"11,658",Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１２節第１日,07/12(土),19:04,浦和,0-1,Ｆ東京,埼玉,"33,524",テレビ埼玉／ＭＸテレビ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１２節第１日,07/12(土),19:04,市原,5-1,仙台,市原,"8,971",ＢＳ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１２節第１日,07/12(土),19:04,横浜FM,2-1,京都,横浜国,"18,151",ＢＳ－ｉ／ＫＢＳ京都（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１２節第２日,07/13(日),19:03,Ｇ大阪,0-2,Ｃ大阪,万博,"12,362",ＢＳ－ｉ／　毎日放送（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１２節第２日,07/13(日),19:04,大分,0-4,磐田,大分ス,"34,823",ＢＳ／ＮＨＫ大分（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１３節第１日,07/19(土),19:02,仙台,3-3,東京Ｖ,仙台,"19,184",ＢＳ－ｉ（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１３節第１日,07/19(土),19:02,名古屋,1-1,Ｇ大阪,瑞穂陸,"14,708",スカイパーフェクＴＶ！／東海テレビ（録）／ＢＳ（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１３節第１日,07/19(土),19:04,鹿島,3-3,神戸,カシマ,"15,468",Ｊスカイスポーツ
2003,Ｊ１ １ｓｔ,第１３節第１日,07/19(土),19:04,Ｆ東京,0-0,清水,味スタ,"28,496",ＭＸテレビ／テレビ静岡（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１３節第１日,07/19(土),19:04,京都,0-2,大分,西京極,"8,809",ＫＢＳ京都／テレビ大分（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１３節第１日,07/19(土),19:04,Ｃ大阪,1-4,横浜FM,長居,"14,173",ＢＳ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１３節第２日,07/20(日),19:04,柏,1-1,浦和,柏の葉,"14,326",千葉テレビ／テレビ埼玉／ＢＳ－ｉ（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１３節第２日,07/20(日),19:04,磐田,2-2,市原,磐田,"16,519",ＢＳ／静岡放送（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１４節第１日,07/26(土),19:00,神戸,0-8,大分,神戸ウイ,"9,056",Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１４節第１日,07/26(土),19:02,柏,0-1,磐田,国立,"22,968",スカイパーフェクＴＶ！／ＢＳ（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１４節第１日,07/26(土),19:04,浦和,3-2,仙台,埼玉,"31,965",テレビ埼玉／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１４節第１日,07/26(土),19:04,名古屋,1-4,東京Ｖ,瑞穂陸,"12,405",Ｊスカイスポーツ
2003,Ｊ１ １ｓｔ,第１４節第１日,07/26(土),19:04,Ｇ大阪,1-2,横浜FM,万博,"14,713",ＢＳ－ｉ／読売テレビ（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１４節第１日,07/26(土),19:05,清水,3-0,市原,日本平,"16,179",ＢＳ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１４節第２日,07/27(日),19:04,鹿島,0-1,Ｃ大阪,カシマ,"20,754",ＢＳ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１４節第２日,07/27(日),19:04,Ｆ東京,1-0,京都,国立,"20,246",ＭＸテレビ／ＫＢＳ京都／ＢＳ－ｉ／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１５節第１日,08/02(土),19:00,仙台,1-2,柏,仙台,"19,235",Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１５節第１日,08/02(土),19:00,東京Ｖ,2-3,Ｇ大阪,味スタ,"17,933",日本テレビ（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１５節第１日,08/02(土),19:01,Ｃ大阪,2-1,名古屋,長居,"11,057",ＢＳ－ｉ（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１５節第１日,08/02(土),19:01,大分,0-0,清水,大分ス,"23,513",Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１５節第１日,08/02(土),19:04,市原,1-2,浦和,国立,"29,757",Ｊスカイスポーツ／千葉テレビ（録）
2003,Ｊ１ １ｓｔ,第１５節第１日,08/02(土),19:04,横浜FM,3-0,神戸,横浜国,"59,728",ＢＳ／ＮＨＫ総合（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１５節第１日,08/02(土),19:04,磐田,1-0,Ｆ東京,磐田,"16,310",ＭＸテレビ／ＢＳ－ｉ／静岡放送（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ １ｓｔ,第１５節第１日,08/02(土),19:04,京都,3-1,鹿島,西京極,"16,614",ＫＢＳ京都／スカイパーフェクＴＶ！／Ｊスカイスポーツ（録）
2003,Ｊ１ ２ｎｄ,第１節第１日,08/16(土),18:30,Ｆ東京,2-1,Ｃ大阪,味スタ,"16,061",ＭＸテレビ（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ ２ｎｄ,第１節第１日,08/16(土),18:32,鹿島,1-0,名古屋,カシマ,"18,277",スカイパーフェクＴＶ！／ＢＳ（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ ２ｎｄ,第１節第１日,08/16(土),19:04,浦和,3-1,磐田,埼玉,"38,965",テレビ埼玉／ＢＳ－ｉ／Ｊスカイスポーツ（録）
2003,Ｊ１ ２ｎｄ,第１節第１日,08/16(土),19:04,柏,2-1,京都,柏,"6,580",千葉テレビ／ＫＢＳ京都／Ｊスカイスポーツ（録）
2003,Ｊ１ ２ｎｄ,第１節第１日,08/16(土),19:04,横浜FM,2-2,東京Ｖ,横浜国,"15,181",ＢＳ／Ｊスカイスポーツ（録）
2003,Ｊ１ ２ｎｄ,第１節第１日,08/16(土),19:04,清水,2-2,仙台,日本平,"10,590",Ｊスカイスポーツ／静岡放送（録）／東北放送（録）
2003,Ｊ１ ２ｎｄ,第１節第２日,08/17(日),19:03,Ｇ大阪,1-0,大分,万博,"9,158",ＢＳ－ｉ／Ｊスカイスポーツ（録）
2003,Ｊ１ ２ｎｄ,第１節第２日,08/17(日),19:04,神戸,0-1,市原,神戸ウイ,"8,765",ＢＳ／Ｊスカイスポーツ（録）
2003,Ｊ１ ２ｎｄ,第２節第１日,08/23(土),18:34,市原,2-1,Ｇ大阪,市原,"6,747",千葉テレビ／Ｊスカイスポーツ（録）
2003,Ｊ１ ２ｎｄ,第２節第１日,08/23(土),19:00,Ｃ大阪,0-1,柏,長居,"9,391",ＢＳ（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ ２ｎｄ,第２節第１日,08/23(土),19:03,名古屋,3-2,Ｆ東京,瑞穂陸,"12,605",スカイパーフェクＴＶ！／Ｊスカイスポーツ（録）
2003,Ｊ１ ２ｎｄ,第２節第１日,08/23(土),19:03,大分,1-1,横浜FM,大分ス,"24,567",ＢＳ／Ｊスカイスポーツ（録）
2003,Ｊ１ ２ｎｄ,第２節第１日,08/23(土),19:04,磐田,1-0,清水,静岡,"35,313",ＢＳ－ｉ／静岡放送（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ ２ｎｄ,第２節第１日,08/23(土),19:04,京都,0-0,浦和,西京極,"9,586",ＫＢＳ京都／Ｊスカイスポーツ
2003,Ｊ１ ２ｎｄ,第２節第２日,08/24(日),19:03,東京Ｖ,1-1,鹿島,国立,"32,085",ＢＳ－ｉ／日本テレビ（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ ２ｎｄ,第２節第２日,08/24(日),19:05,仙台,1-1,神戸,仙台,"19,325",ＢＳ／ＮＨＫ大阪（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ ２ｎｄ,第３節第１日,08/30(土),18:32,鹿島,1-0,大分,カシマ,"14,045",スカイパーフェクＴＶ！／ＢＳ（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ ２ｎｄ,第３節第１日,08/30(土),18:34,浦和,2-0,神戸,駒場,"18,767",テレビ埼玉／ＢＳ－ｉ（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ ２ｎｄ,第３節第１日,08/30(土),19:00,清水,3-1,東京Ｖ,日本平,"16,012",Ｊスカイスポーツ（録）
2003,Ｊ１ ２ｎｄ,第３節第１日,08/30(土),19:00,Ｃ大阪,4-2,仙台,長居,"9,458",Ｊスカイスポーツ（録）
2003,Ｊ１ ２ｎｄ,第３節第１日,08/30(土),19:01,名古屋,1-3,市原,瑞穂陸,"14,149",Ｊスカイスポーツ（録）
2003,Ｊ１ ２ｎｄ,第３節第１日,08/30(土),19:03,Ｆ東京,4-1,横浜FM,味スタ,"35,109",ＭＸテレビ／ＢＳ－ｉ／Ｊスカイスポーツ（録）
2003,Ｊ１ ２ｎｄ,第３節第１日,08/30(土),19:04,柏,1-1,Ｇ大阪,柏,"10,132",ＢＳ／Ｊスカイスポーツ（録）
2003,Ｊ１ ２ｎｄ,第３節第１日,08/30(土),19:04,京都,1-0,磐田,西京極,"11,847",ＫＢＳ京都／Ｊスカイスポーツ
2003,Ｊ１ ２ｎｄ,第４節第１日,09/06(土),15:34,磐田,2-2,Ｃ大阪,磐田,"11,472",ＢＳ／Ｊスカイスポーツ（録）
2003,Ｊ１ ２ｎｄ,第４節第１日,09/06(土),19:01,神戸,1-2,清水,神戸ウイ,"9,019",Ｊスカイスポーツ（録）
2003,Ｊ１ ２ｎｄ,第４節第１日,09/06(土),19:02,横浜FM,1-0,柏,横浜国,"16,151",スカイパーフェクＴＶ！／Ｊスカイスポーツ（録）
2003,Ｊ１ ２ｎｄ,第４節第１日,09/06(土),19:04,仙台,0-3,名古屋,仙台,"18,974",ＢＳ／Ｊスカイスポーツ（録）
2003,Ｊ１ ２ｎｄ,第４節第１日,09/06(土),19:04,東京Ｖ,4-1,京都,味スタ,"9,336",ＢＳ－ｉ／ＫＢＳ京都（録）／日本テレビ（録）／Ｊスカイスポーツ（録）
2003,Ｊ１ ２ｎｄ,第４節第１日,09/06(土),19:04,Ｇ大阪,2-1,浦和,万博,"11,367",Ｊスカイスポーツ
2003,Ｊ１ ２ｎｄ,第４節第２日,09/07(日),19:03,大分,0-0,Ｆ東京,大分ス,"18,124",ＢＳ－ｉ／Ｊスカイスポーツ（録）
2003,Ｊ１ ２ｎｄ,第４節第２日,09/07(日),19:04,市原,2-3,鹿島,国立,"17,680",ＢＳ／Ｊスカイスポーツ（録）
2003,Ｊ１ ２ｎｄ,第５節第１日,09/13(土),14:03,浦和,0-3,横浜FM,埼玉,"37,978",ＮＨＫ総合／Ｊスカイスポーツ（録）
2003,Ｊ１ ２ｎｄ,第５節第１日,09/13(土),19:00,柏,0-0,大分,柏,"8,033",Ｊスカイスポーツ（録）
